fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.4159046082342295,0.4823729603718201,0.19555388201866591,2.146544737317477,0.06483180921646846,29.0,44.732723686587384,0.9946738465124567,3.3140548682071356,0.7457367760424509,10.996087502258014,6
7.3895370142046675,0.4371965007891482,0.2828034992108518,1.9456069984217035,0.08389537014204668,22.087860031565928,52.08786003156593,0.9974523806224118,3.4482427993686815,0.6533467029987632,9.33682099526511,6
7.950376827024891,0.5563693557532314,0.1600753654049781,2.0570351922786028,0.09254774230129256,17.214824038606988,36.429648077213976,0.9945675627501134,3.2228140769114413,0.5987436923542357,11.1785175961393,6
12.880685057467446,0.4038956102906751,0.4640913409956593,3.0602283524891485,0.09220293596057476,16.80032621784164,53.0,1.0009806850574674,3.0519967378215833,0.7920293596057477,9.79951067323754,6
8.145729668475918,0.45286483423795826,0.22626315290198912,1.6571172192068058,0.08439856427558112,6.0,14.514234438413611,0.9957603026353236,3.2757117219206804,0.64,10.719928213779056,6
6.4445512586827745,0.5908066095210442,0.25142095341309445,2.2962072844310213,0.0741469019820343,6.0,14.0,0.9955785309801797,3.51,0.6777724370658612,10.918482913772408,6
6.913935123816,0.4904645041272,0.10371603301759982,2.290709917456,0.07386064876184001,12.0,30.04645041272,0.9959794302057512,3.4246450412719995,0.5865030577807997,10.172129752368,6
7.960754485190144,0.6580940035257086,0.25532096332887055,2.1822634555704314,0.07656982059239424,11.822634555704315,80.21508970380287,0.9968368299337091,3.2596227574049284,0.5988682722147842,9.5,6
10.141048247374584,0.479537105157525,0.5002314474212375,2.514737938156354,0.2194761818599748,5.0,19.82947587631271,0.998931790350525,3.2758951752625416,0.7610108989731604,10.717052412368728,6
6.3,0.47520412743882234,0.009757738947791927,1.4260206371941118,0.05643113504567615,26.93494840701472,33.13010318597056,0.9922611484974061,3.4415432929119136,0.502117541614995,12.254463884910304,6
7.407340371768,0.5056879504309333,0.32051114462746666,2.1102228925493334,0.06953996983528,51.05111446274667,70.15334338824,0.9943681012229076,3.3466448801570667,0.8240891570197333,12.761990950584,6
7.3,0.51,0.18,2.1,0.07,12.0,28.0,0.99768,3.52,0.73,9.5,6
10.878474165856215,0.3446717878493169,0.6216794696232922,3.6645775024313565,0.12127557613304815,3.0,8.191602651883539,0.9969162508683783,3.1961679469623294,0.5434121856318478,11.708397348116462,6
11.004002100074619,0.5168621119434534,0.6234463476991956,5.012006300223854,0.08099388330901247,6.304613769173371,24.60922753834674,0.997736897945585,3.128276826150402,0.8498776661802495,13.056308984661303,6
7.85860326840383,0.632790985749202,0.02148786508140445,5.226518080782125,0.08580465577198723,4.902327885993616,18.0,0.9984261436370687,3.386325904039106,0.5519534422801277,9.629301634201916,6
6.457883486743921,0.5447343670836627,0.11421165132560784,2.1736932106048625,0.07347386421209726,28.684233026512157,39.368466053024314,0.9959831405695856,3.42,0.772103688144149,10.526349539768235,6
11.344761949616833,0.5598920744067628,0.5670158700255444,3.1779047798467333,0.11171301718876045,6.259682599489111,21.370158700255445,0.9994220952201532,3.2033142830229897,0.8029841299744556,11.829841299744555,7
8.89072603008268,0.3492271691735566,0.4013910954875981,3.6030913233057738,0.10969086766942265,11.984543383471133,24.0,0.9954821171255702,3.2306182646611545,0.6990726030082679,12.001545661652887,7
7.935840718706138,0.3335486706328953,0.3621504431223682,1.9071681437412273,0.06327964550210541,4.928318562587726,10.0,0.9941663451256539,3.27,0.5521858443600867,11.293185868635955,7
11.643631703365372,0.339945780764424,0.5913820977980777,2.5783196964062545,0.09655826104278858,12.0,29.0,0.9985439027995433,3.165663939281251,1.0988076695264384,10.613549881802898,7
10.059985782852403,0.42899964457131007,0.3973323855234936,2.7000355428689913,0.09183327409521835,12.89996445713101,51.83327409521835,0.9983653423375268,3.2253352289530133,0.644334873524323,10.016672590478166,7
8.496361997708926,0.32181900114553735,0.42036380022910746,2.3,0.07456343972507103,12.0,19.0,0.9943822008265765,3.1410914006873227,0.7136380022910747,11.778171986253552,7
9.791319856481456,0.4023379197971808,0.31354170198412484,2.311805673280416,0.0820601891093472,4.70601891093472,16.85300945546736,0.9967373959569444,3.20674763613316,0.6896874470238128,10.585300945546736,7
8.61335468193401,0.40122284488974197,0.4982783559690461,1.8938857755512901,0.07370555110793041,23.705551107930415,43.41110221586083,0.9961232340529051,3.2586645318065988,0.7999436883481704,10.852775553965207,7
13.878273640085391,0.6419568410021348,0.6985097728601926,4.991294769935957,0.08954666138623274,6.6149022713980745,42.38509772860193,1.002585097728602,3.023788272567769,0.7107451135699038,10.46211727432231,7
6.833976995634829,0.31851136671516855,0.4251136671516857,2.4148863328483143,0.06412612989814599,24.297726656966287,34.148863328483145,0.9946494549395415,3.2795795670061803,0.76873870101854,11.733976995634828,7
10.94369080721879,0.3841995123461063,0.45486142056719053,2.307075208250044,0.09316302226297016,6.316922005156278,21.68307799484372,0.99810707520825,3.197323119793749,0.9834463789171817,11.243690807218789,7
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7
7.755680126245835,0.58,0.015568012624583502,1.91136025249167,0.07964798106312475,10.32959621262495,18.0,0.9963036174139533,3.342272050498334,0.5655680126245834,9.94319873754165,7
8.77022974842314,0.5289383316174907,0.10915356775176566,2.5446916580874532,0.09048923819328625,20.06384522583922,49.63845225839219,0.997682998793591,3.3419153567751763,0.8504232161241172,10.657460703255296,7
7.7431761626600215,0.38440446950124596,0.3547146365985049,2.1696029796674976,0.07142307630307584,6.0,12.0,0.9946855459231072,3.385285363401495,0.6896029796674973,11.773573182992525,7
8.128024468035747,0.45617920216961594,0.2266232446339587,2.4429938829910633,0.078,17.0,40.85030585044682,0.9952396862236338,3.322898164897319,0.7571018351026809,12.156048936071493,7
6.6,0.6052658883803997,0.020971764937707686,2.0291529481312307,0.06170847051868769,36.514117531146155,52.514117531146155,0.9938818776809053,3.3665200039410306,0.7405647012458463,11.668023545639537,7
9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,7
7.293037695072984,0.48099461498957363,0.317016155031279,2.099005385010426,0.062,31.05967689937442,53.99005385010426,0.9972447906293691,3.3004973074947865,0.651094076488531,10.015913839833178,7
11.742025204570957,0.2954092416760177,0.49661596289493953,1.8821092198074811,0.059463276594224436,16.29957992381738,31.71983196952695,0.997243830201748,3.154202520457096,0.6643966393905391,10.628016803047304,7
7.6151736605089,0.25109977914182424,0.31853362781090105,2.1591648261818683,0.03704685807708569,44.18839590981648,88.92158200436594,0.9932410198772358,3.361150773003615,0.6212017668654064,11.362830756654615,7
8.549050771228817,0.35716776993008625,0.4159415006493658,4.6141611503495685,0.060640838691314036,3.0,9.122626928072044,0.9971936070693306,3.3591534222277524,0.6514161150349569,11.661313464036022,7
8.407460373732988,0.3851846276449159,0.3792614894203364,2.5629239351441138,0.06618538032427944,11.222305853262613,28.259231382245794,0.9946785380324279,3.2725923138224577,0.6825998406160931,12.262999203080465,7
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,7
8.989254774803868,0.3678509549607734,0.42975159160128906,3.27273249238582,0.09363662461929101,12.0,24.29751591601289,0.9954037203843562,3.2627267507614177,0.7267764324411602,12.386770690816759,7
6.122269914147168,0.3804559733658269,0.14020154897570453,2.2078473453659266,0.05878473453659266,16.359491151219757,42.35949115121976,0.9925825243385372,3.566203539512098,0.7507847345365927,13.460763273170368,7
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7
8.509361155478514,0.3776597111303716,0.30946362752705003,3.0140417332177702,0.06776597111303716,10.381277689042973,18.809361155478513,0.9948706388445215,3.3038127768904295,0.6975913964313474,11.71404173321777,7
10.177192770954608,0.47202267893583616,0.5944272147230034,2.4759546421283276,0.10737977321064164,6.189886605320819,15.189886605320819,0.9970797315378278,3.13177505317058,0.6846852586917065,11.8,7
8.433536159290052,0.32120758124016785,0.3247437405302197,1.7132927681419896,0.06153171072567958,5.601216955740311,15.132927681419897,0.9953676105741631,3.3159513217703873,0.7639269826555813,11.627194014154135,7
8.882648110511294,0.38867594474435285,0.3913240552556472,2.2520556684661175,0.06782648110511295,11.826481105112943,28.0,0.994993609549063,3.2752055668466116,0.7430592442045177,12.478536773579059,7
6.995463040455625,0.5362476638747031,0.06488657601139063,5.755671199430469,0.0741710704330328,10.511342398860938,18.0,0.996512740864729,3.3904536959544376,0.6339791841025156,10.995463040455626,7
9.00090977681232,0.389939348212512,0.425045488840616,3.893025044438882,0.05793934821251202,22.9939348212512,42.0,0.9952799393482125,3.24,0.790060651787488,11.697270669563041,7
8.483239159963126,0.36588066252767426,0.3183239159963127,2.2008524105166125,0.06983239159963128,13.201704821033225,30.605114463099675,0.9973748587399447,3.256221626734319,0.7441193374723257,9.861363856826578,7
7.9,0.3,0.68,8.3,0.05,37.5,285.1496032385554,0.99316,3.01,0.51,12.3,7
5.159606624548459,0.43490165613711484,0.03278364350165264,1.9192132490969187,0.045192132490969185,17.403933754515407,88.2980331227423,0.9916445082806855,3.6382753628160787,0.7747049684113445,13.590065562575266,7
8.777475601661662,0.16288353941841877,0.44387378008308304,1.9021036652819494,0.0739789633471805,9.795792669436102,20.7957926694361,0.9952626987634895,3.403873780083083,0.762042073305639,12.06336586445112,7
6.6,0.5243997863272973,0.08659967949094602,2.4,0.0693400320509054,13.0,26.3299839745473,0.9936228979166911,3.402199893163649,0.7090005341817566,12.412004273454054,7
10.906992735277305,0.4533682322508106,0.5962004843148464,3.0027970941109214,0.09887178690146758,5.675990313703071,21.662004843148463,0.999597202905889,3.2295804358833617,0.7737995156851536,11.537995156851535,7
5.224883409472011,0.4512208523680028,0.06868587520960616,2.0497668189440224,0.046497668189440226,16.751165905279887,88.62441704736005,0.99172610426184,3.592581613369592,0.8236625571040084,13.6,7
7.453751237570346,0.4602637926334175,0.10947241473316499,5.453009030079565,0.0883421264211139,9.90601806015913,17.90601806015913,0.9966520361203182,3.353083250828644,0.664962889625461,11.322176521793129,7
8.673484042298853,0.29734840422988523,0.3789140070498087,2.336108155095791,0.08875744676781636,6.578280140996174,15.578280140996174,0.9957604521268966,3.3057828014099617,0.7689140070498087,11.8,7
12.896405772620327,0.3482028863101629,0.4989855684491855,5.684984723850425,0.06704232594010552,5.143769095186968,34.748404083422805,1.0013281154524065,3.2,0.6639536501176416,11.95686927144391,7
9.842885351042357,0.2820641189120524,0.4648162774614556,2.106880396373508,0.05115363765548321,3.46559801813246,10.0,0.9948539876862736,3.1363995045331152,0.7741282378241048,11.644956829011937,7
9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,1.13,12.0,7
9.530390754682227,0.4312879871381916,0.53,3.484225746169088,0.08925180866274027,3.0,10.0,0.995819884224702,3.1555571620956258,0.6587699005107882,11.75615049744606,7
6.395416630284505,0.4708999912682813,0.11273333915447914,2.1544999563414065,0.06959083326056902,12.181666521138022,25.59083326056901,0.9943656001397075,3.4081833347886197,0.7281833347886197,11.517999825365626,7
8.064050524872004,0.5832899450134091,0.1654900449890289,1.8183001499634297,0.06561000499878099,3.061000499878099,16.03050024993905,0.9962192151574616,3.4123749375152377,0.9117649325164567,10.503050024993906,7
6.659757101998743,0.8209524237379007,0.04344534794971719,2.307469637749843,0.05956022283123821,31.887955433752357,48.0,0.9952029878550999,3.512530362250157,0.5719514203997487,12.303734818874922,7
8.81130028032983,0.4391981289517214,0.5051640784923521,3.6452011213193165,0.09035603363957939,3.1773994393403417,10.0,0.9955052011213192,3.2206439663604205,0.6112879327208409,12.170959775736137,7
8.011847486870991,0.33402859621168945,0.4151656845459727,2.1360190641411263,0.08183409011625085,6.0,12.0,0.9943933658580277,3.324834315454027,0.6560190641411263,12.075828422729863,7
7.938118153795566,0.3361881846204435,0.36508242050607537,1.9381181537955654,0.06411057641143679,5.127060512651885,10.0,0.9943386607998027,3.2750824205060756,0.5577884717712639,11.2,7
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,7
8.5,0.2030006446901389,0.5215003223450695,1.7615003223450694,0.07583013538492916,42.69993553098611,91.45009670352084,0.9956218107018563,3.3230998065929582,0.7576999355309861,11.500991619028195,7
12.878417897250316,0.40719257228666345,0.5266895746744633,5.8,0.06966895746744634,5.431642054993686,36.5107471924779,1.0015726568219976,3.1719432664254104,0.675107471924779,11.568357945006314,7
8.4508438096724,0.33,0.40491561903276,2.6771095241809997,0.067360233330733,9.377109524181,19.622890475819002,0.9944183860001561,3.3498312380655197,0.75491561903276,12.4360233330733,7
7.2512084789962605,0.4885347464993768,0.0657326267503116,5.201283872521812,0.08763444056009971,9.914652535006232,18.0,0.9968365861014002,3.3691465253500623,0.6706117788506856,11.054909309510593,7
6.846513549051747,0.5894831827883139,0.05741591394156961,5.782936771091848,0.06144708819272102,11.051681721168608,18.0,0.9961731255049923,3.4053486450948256,0.5884495483649418,10.784495483649419,7
11.015509905275037,0.5193729073686371,0.6493729073686371,2.9858067105398147,0.11356103515804593,6.0,14.531354631568147,0.9975343226842159,3.0712541852627258,0.6974916294745481,11.659406389470444,7
9.172793268940797,0.3643110829745851,0.5313428390550904,3.9378094635169676,0.09091872975677978,11.0,24.0,0.996114631249623,3.279187297567798,0.8007777074364627,12.05406351216101,7
8.337429901498206,0.4206425246254484,0.24584906355433642,2.75614485224731,0.07206425246254483,10.725140197003586,18.637429901498205,0.9950425700985018,3.307251401970036,0.6683630832546952,11.45614485224731,7
8.954781733255468,0.36987004670949275,0.4606964400700791,2.449350233547464,0.05501299532905072,13.0,27.0,0.9950438253866044,3.3035654800233596,0.8835654800233597,12.934355267328524,7
9.3,0.3690340831785014,0.44024147920537465,1.5975852079462536,0.03845881049021184,20.951704158925068,41.87926039731267,0.9952532385822496,3.2385511247677523,0.8119318336429973,10.80724437616124,7
11.457619094416891,0.39809706617722707,0.6832069616868686,2.7548901044903586,0.0831250919890725,9.516300348301195,26.96739930339761,0.9980576190944169,3.1793479860679525,0.7751630034830119,11.677710592112032,7
10.4,0.44,0.73,6.55,0.074,38.0,76.0,0.999,3.17,0.85,12.0,7
8.7,0.52,0.09,2.5,0.091,20.0,49.0,0.9976,3.34,0.86,10.6,7
7.606248376893111,0.43937516231068885,0.153957997891243,4.904169047223437,0.08195836146718606,10.0,18.270832251262075,0.9962550023372739,3.3510417424116548,0.6935416125631038,11.416665801009659,7
7.948822863435492,0.34584571310584544,0.4009851442729855,2.1438971420705637,0.07939188595812528,6.0,12.0,0.9944619051360138,3.3390148557270143,0.6638971420705636,12.004925721364927,7
7.2136979805235075,0.6296013408510108,0.03373624397717436,1.2627651050738127,0.0654707382880536,14.921543618657735,21.235369144026798,0.9945748939579705,3.394707382880536,0.5013825525369063,10.09414765761072,7
